time,temperature,arus,battery
2018-10-18 06:15,62.23,44.98,62
2018-10-18 06:20,62.96,42.00,56
2018-10-18 06:25,64.72,40.03,66
2018-10-18 06:30,63.96,44.62,79
2018-10-18 06:35,64.00,44.97,76
2018-10-18 06:40,64.93,41.70,72
2018-10-18 06:45,60.39,43.22,69
2018-10-18 06:50,60.38,41.91,52
2018-10-18 06:55,60.25,41.47,60
2018-10-18 07:00,62.73,41.86,72
2018-10-18 07:05,63.10,40.84,60
2018-10-18 07:10,60.90,44.00,63
2018-10-18 07:15,61.96,40.30,61
2018-10-18 07:20,61.13,44.92,68
2018-10-18 07:25,63.05,40.95,56
2018-10-18 07:30,64.33,44.96,75
2018-10-18 07:35,64.64,42.08,50
2018-10-18 07:40,63.20,43.55,63
2018-10-18 07:45,63.02,40.42,79
2018-10-18 07:50,63.96,44.12,53
2018-10-18 07:55,64.71,43.27,52
2018-10-18 08:00,61.70,42.52,69
2018-10-18 08:05,63.46,40.60,65
2018-10-18 08:10,61.24,43.16,76
2018-10-18 08:15,64.87,40.81,77
2018-10-18 08:20,60.72,44.35,53
2018-10-18 08:25,61.37,43.26,68
2018-10-18 08:30,64.88,42.56,76
2018-10-18 08:35,63.84,40.06,62
2018-10-18 08:40,63.67,41.82,78
2018-10-18 08:45,63.93,44.74,75
2018-10-18 08:50,64.46,40.65,75
2018-10-18 08:55,60.40,42.48,51
2018-10-18 09:00,61.57,42.11,56
2018-10-18 09:05,63.79,40.24,76
2018-10-18 09:10,63.03,40.52,79
2018-10-18 09:15,64.70,41.91,60
2018-10-18 09:20,64.13,44.00,68
2018-10-18 09:25,62.47,43.66,71
2018-10-18 09:30,60.89,41.33,75
2018-10-18 09:35,63.86,43.67,72
2018-10-18 09:40,63.57,41.73,53
2018-10-18 09:45,63.10,42.37,62
2018-10-18 09:50,61.30,41.63,69
2018-10-18 09:55,64.17,42.13,76
2018-10-18 10:00,61.74,40.91,51
2018-10-18 10:05,62.19,41.89,79
2018-10-18 10:10,64.67,42.19,64
2018-10-18 10:15,63.93,44.99,74
2018-10-18 10:20,63.78,43.20,78
2018-10-18 10:25,64.57,40.59,62
2018-10-18 10:30,62.58,44.33,71
2018-10-18 10:35,60.46,41.55,75
2018-10-18 10:40,61.37,43.90,67
2018-10-18 10:45,60.35,42.43,73
2018-10-18 10:50,60.09,40.67,57
2018-10-18 10:55,60.21,44.77,50
2018-10-18 11:00,60.93,40.36,78
2018-10-18 11:05,63.99,41.76,69
2018-10-18 11:10,62.44,44.75,69
2018-10-18 11:15,61.89,41.19,66
2018-10-18 11:20,64.22,41.23,79
2018-10-18 11:25,60.63,42.39,54
2018-10-18 11:30,64.61,43.87,62
2018-10-18 11:35,61.32,42.87,60
2018-10-18 11:40,62.85,43.71,65
2018-10-18 11:45,61.82,41.96,52
2018-10-18 11:50,62.65,41.57,62
2018-10-18 11:55,64.33,44.03,67
2018-10-18 12:00,64.93,43.28,79
2018-10-18 12:05,63.73,40.06,69
2018-10-18 12:10,63.10,41.28,68
2018-10-18 12:15,61.49,43.58,57
2018-10-18 12:20,64.01,42.01,74
2018-10-18 12:25,60.64,42.63,65
2018-10-18 12:30,63.14,42.28,75
2018-10-18 12:35,64.09,40.36,76
2018-10-18 12:40,60.08,43.62,51
2018-10-18 12:45,63.17,44.57,72
2018-10-18 12:50,64.63,41.17,73
2018-10-18 12:55,61.73,43.61,54
2018-10-18 13:00,63.57,42.69,57
2018-10-18 13:05,63.39,44.74,64
2018-10-18 13:10,61.31,42.10,56
2018-10-18 13:15,63.68,44.33,65
2018-10-18 13:20,60.26,42.24,73
2018-10-18 13:25,63.95,41.88,61
2018-10-18 13:30,62.38,43.93,60
2018-10-18 13:35,62.61,44.79,57
2018-10-18 13:40,63.48,41.03,74
2018-10-18 13:45,64.13,41.95,75
2018-10-18 13:50,64.80,41.14,59
2018-10-18 13:55,64.15,40.23,50
2018-10-18 14:00,62.33,43.34,66
2018-10-18 14:05,60.21,41.05,63
2018-10-18 14:10,64.01,42.31,71
2018-10-18 14:15,64.74,40.63,57
2018-10-18 14:20,60.32,42.77,73
2018-10-18 14:25,61.50,42.92,78
2018-10-18 14:30,60.40,40.62,70
2018-10-18 14:35,60.75,41.65,50
2018-10-18 14:40,63.48,42.22,71
2018-10-18 14:45,60.28,40.02,72
2018-10-18 14:50,61.59,43.20,50
2018-10-18 14:55,63.94,43.93,73
2018-10-18 15:00,60.90,40.50,60
2018-10-18 15:05,60.87,40.44,68
2018-10-18 15:10,60.01,40.68,75
2018-10-18 15:15,64.19,42.84,57
2018-10-18 15:20,64.21,41.65,71
2018-10-18 15:25,62.20,41.31,75
2018-10-18 15:30,64.35,40.12,71
2018-10-18 15:35,63.81,43.14,64
2018-10-18 15:40,62.79,41.09,77
2018-10-18 15:45,61.23,42.57,79
2018-10-18 15:50,62.94,40.23,51
2018-10-18 15:55,61.72,41.97,68
2018-10-18 16:00,64.02,44.23,69
2018-10-18 16:05,60.54,42.83,60
2018-10-18 16:10,62.61,41.90,70
2018-10-18 16:15,61.37,42.74,50
2018-10-18 16:20,63.49,42.53,79
2018-10-18 16:25,61.63,40.23,74
2018-10-18 16:30,62.72,43.22,55
2018-10-18 16:35,60.51,40.53,51
2018-10-18 16:40,60.64,44.87,68
2018-10-18 16:45,61.14,44.82,70
2018-10-18 16:50,61.25,41.93,75
2018-10-18 16:55,61.22,41.13,63
2018-10-18 17:00,64.03,44.80,63
2018-10-18 17:05,60.67,40.99,59
2018-10-18 17:10,63.88,43.91,62
2018-10-18 17:15,63.36,44.89,51
2018-10-18 17:20,62.69,42.79,77
2018-10-18 17:25,62.45,40.31,64
2018-10-18 17:30,61.27,41.51,58
2018-10-18 17:35,62.09,40.51,52
2018-10-18 17:40,64.52,40.99,62
2018-10-18 17:45,62.23,43.58,68
2018-10-18 17:50,64.80,41.32,74
2018-10-18 17:55,64.99,44.64,77
2018-10-18 18:00,61.45,44.02,54
2018-10-18 18:05,61.64,42.84,79
2018-10-18 18:10,61.08,43.34,77
2018-10-18 18:15,64.30,42.12,79
2018-10-18 18:20,62.37,43.60,53
2018-10-18 18:25,62.53,40.01,52
2018-10-18 18:30,60.30,41.15,74
2018-10-18 18:35,60.95,41.42,60
2018-10-18 18:40,64.81,44.42,79
2018-10-18 18:45,61.72,43.74,54
2018-10-18 18:50,62.81,41.99,58
2018-10-18 18:55,60.67,40.79,59
2018-10-18 19:00,64.06,42.68,52
2018-10-18 19:05,62.13,40.30,58
2018-10-18 19:10,64.28,41.30,66
2018-10-18 19:15,61.87,43.04,52
2018-10-18 19:20,63.10,40.98,50
2018-10-18 19:25,61.37,44.12,56
2018-10-18 19:30,62.48,40.28,67
2018-10-18 19:35,63.76,43.59,62
2018-10-18 19:40,64.95,40.83,51
2018-10-18 19:45,61.70,43.84,76
2018-10-18 19:50,64.77,44.24,54
2018-10-18 19:55,64.17,40.62,68
2018-10-18 20:00,64.92,42.98,55
2018-10-18 20:05,62.00,40.80,73
2018-10-18 20:10,62.45,42.23,73
2018-10-18 20:15,60.20,41.36,65
2018-10-18 20:20,64.08,43.55,63
2018-10-18 20:25,64.77,42.29,55
2018-10-18 20:30,60.48,42.41,75
2018-10-18 20:35,61.35,41.48,54
2018-10-18 20:40,64.72,42.00,74
2018-10-18 20:45,62.51,43.68,60
2018-10-18 20:50,64.15,41.72,52
2018-10-18 20:55,62.02,41.85,76
2018-10-18 21:00,62.19,41.00,75
2018-10-18 21:05,60.45,43.38,65
2018-10-18 21:10,60.36,40.76,65
2018-10-18 21:15,64.57,43.20,58
2018-10-18 21:20,61.39,43.22,54
2018-10-18 21:25,63.15,44.56,79
2018-10-18 21:30,63.37,44.40,72
2018-10-18 21:35,60.49,42.24,66
2018-10-18 21:40,62.14,42.31,77
2018-10-18 21:45,62.22,44.71,66
2018-10-18 21:50,64.74,42.98,56
2018-10-18 21:55,63.03,43.76,80
2018-10-18 22:00,61.73,43.46,51
2018-10-18 22:05,63.03,41.62,67
2018-10-18 22:10,63.78,42.41,71
2018-10-18 22:15,62.74,44.49,61
2018-10-18 22:20,64.03,41.82,56
2018-10-18 22:25,62.66,41.67,66
2018-10-18 22:30,64.68,43.02,52
2018-10-18 22:35,63.11,41.33,64
2018-10-18 22:40,64.74,42.96,64
2018-10-18 22:45,64.16,42.02,64
2018-10-18 22:50,61.43,41.22,55
2018-10-18 22:55,62.42,44.05,51
2018-10-18 23:00,61.55,42.24,71
2018-10-18 23:05,60.20,44.56,78
2018-10-18 23:10,63.37,41.27,69
2018-10-18 23:15,63.64,40.93,51
2018-10-18 23:20,62.30,43.75,63
2018-10-18 23:25,62.20,41.24,76
2018-10-18 23:30,63.10,44.77,58
2018-10-18 23:35,64.68,41.83,61
2018-10-18 23:40,62.18,40.39,56
2018-10-18 23:45,61.49,42.56,56
2018-10-18 23:50,61.93,43.17,51
2018-10-18 23:55,60.63,40.77,65
2018-10-19 00:00,63.81,44.57,52
2018-10-19 00:05,62.79,44.85,51
2018-10-19 00:10,64.09,42.32,80
2018-10-19 00:15,62.02,43.92,67
2018-10-19 00:20,62.43,44.28,74
2018-10-19 00:25,61.77,43.73,64
2018-10-19 00:30,61.00,42.82,51
2018-10-19 00:35,62.85,44.39,80
2018-10-19 00:40,62.82,44.01,75
2018-10-19 00:45,62.20,44.97,60
2018-10-19 00:50,64.60,44.89,60
2018-10-19 00:55,61.05,42.69,79
2018-10-19 01:00,63.84,44.12,75
2018-10-19 01:05,62.26,41.83,80
2018-10-19 01:10,64.60,40.39,62
2018-10-19 01:15,62.54,43.38,59
2018-10-19 01:20,60.06,42.89,51
2018-10-19 01:25,60.77,40.24,63
2018-10-19 01:30,60.73,43.11,53
2018-10-19 01:35,60.51,43.13,54
2018-10-19 01:40,63.21,42.12,60
2018-10-19 01:45,60.98,40.82,64
2018-10-19 01:50,63.48,42.48,56
2018-10-19 01:55,62.45,44.90,79
2018-10-19 02:00,63.47,40.75,57
2018-10-19 02:05,61.80,42.85,55
2018-10-19 02:10,63.87,44.91,68
2018-10-19 02:15,64.06,41.18,65
2018-10-19 02:20,60.50,43.86,60
2018-10-19 02:25,64.94,40.82,78
2018-10-19 02:30,64.38,43.70,76
2018-10-19 02:35,61.25,43.48,57
2018-10-19 02:40,63.93,42.71,72
2018-10-19 02:45,62.69,43.23,60
2018-10-19 02:50,62.64,40.67,79
2018-10-19 02:55,64.32,42.73,74
2018-10-19 03:00,62.17,42.23,65
2018-10-19 03:05,63.35,41.91,53
2018-10-19 03:10,62.57,40.17,76
2018-10-19 03:15,64.21,44.23,74
2018-10-19 03:20,63.88,44.71,67
2018-10-19 03:25,62.77,41.17,66
2018-10-19 03:30,60.34,44.35,79
2018-10-19 03:35,63.48,44.94,58
2018-10-19 03:40,64.99,44.30,59
2018-10-19 03:45,61.90,42.69,56
2018-10-19 03:50,64.22,40.10,61
2018-10-19 03:55,65.00,42.48,78
2018-10-19 04:00,64.03,40.64,55
2018-10-19 04:05,64.13,40.64,51
2018-10-19 04:10,64.67,43.30,67
2018-10-19 04:15,60.77,44.31,73
2018-10-19 04:20,64.44,42.43,53
2018-10-19 04:25,60.35,42.03,57
2018-10-19 04:30,60.27,41.97,74
2018-10-19 04:35,62.24,42.25,79
2018-10-19 04:40,63.76,42.78,76
2018-10-19 04:45,61.38,42.73,71
2018-10-19 04:50,64.74,44.84,77
2018-10-19 04:55,62.41,43.76,65
2018-10-19 05:00,63.00,42.61,79
2018-10-19 05:05,60.73,40.26,70
2018-10-19 05:10,62.64,42.95,50
2018-10-19 05:15,64.95,42.28,60
2018-10-19 05:20,61.36,44.88,50
2018-10-19 05:25,62.67,42.82,67
2018-10-19 05:30,61.68,42.38,55
2018-10-19 05:35,61.50,44.14,71
2018-10-19 05:40,62.78,41.43,60
2018-10-19 05:45,62.65,43.97,70
2018-10-19 05:50,64.36,40.17,62
2018-10-19 05:55,61.81,42.04,61
2018-10-19 06:00,60.29,44.52,74
2018-10-19 06:05,61.25,44.45,79
2018-10-19 06:10,64.02,43.38,61
2018-10-19 06:15,60.08,43.48,59
2018-10-19 06:20,60.85,41.26,80
2018-10-19 06:25,64.71,42.59,61
2018-10-19 06:30,60.99,40.09,67
2018-10-19 06:35,62.31,40.70,79
2018-10-19 06:40,62.70,42.07,53
2018-10-19 06:45,60.03,41.37,63
2018-10-19 06:50,63.67,42.93,71
2018-10-19 06:55,63.03,43.44,60
2018-10-19 07:00,60.53,44.04,55
2018-10-19 07:05,64.67,40.40,61
2018-10-19 07:10,63.53,44.75,79
2018-10-19 07:15,61.64,44.08,56
2018-10-19 07:20,63.38,43.79,72
2018-10-19 07:25,63.69,42.94,79
2018-10-19 07:30,63.49,42.33,79
2018-10-19 07:35,61.71,43.55,66
2018-10-19 07:40,62.20,43.63,51
2018-10-19 07:45,63.63,43.36,66
2018-10-19 07:50,62.22,40.51,58
2018-10-19 07:55,60.10,41.94,63
2018-10-19 08:00,64.21,43.32,74
2018-10-19 08:05,62.05,41.34,50
2018-10-19 08:10,61.54,42.88,79
2018-10-19 08:15,61.87,40.08,52
2018-10-19 08:20,62.57,44.80,51
2018-10-19 08:25,60.48,41.22,78
2018-10-19 08:30,64.86,44.19,69
2018-10-19 08:35,64.14,40.24,60
2018-10-19 08:40,62.03,43.06,60
2018-10-19 08:45,63.47,43.35,80
2018-10-19 08:50,63.92,43.86,55
2018-10-19 08:55,64.13,42.63,69
2018-10-19 09:00,62.40,44.15,65
2018-10-19 09:05,64.43,41.52,62
2018-10-19 09:10,62.22,44.72,59
2018-10-19 09:15,62.09,41.40,69
2018-10-19 09:20,61.59,40.44,79
2018-10-19 09:25,64.42,40.98,66
2018-10-19 09:30,61.00,43.35,61
2018-10-19 09:35,60.82,43.83,72
2018-10-19 09:40,62.90,41.96,71
2018-10-19 09:45,62.70,43.35,61
2018-10-19 09:50,64.58,40.72,58
2018-10-19 09:55,64.25,41.60,71
2018-10-19 10:00,61.08,43.62,63
2018-10-19 10:05,62.89,44.08,68
2018-10-19 10:10,60.65,43.39,52
2018-10-19 10:15,64.51,44.98,74
2018-10-19 10:20,64.59,44.52,68
2018-10-19 10:25,62.57,41.51,52
2018-10-19 10:30,64.18,44.96,59
2018-10-19 10:35,64.93,41.70,72
2018-10-19 10:40,63.97,41.71,52
2018-10-19 10:45,64.67,42.90,72
2018-10-19 10:50,62.79,43.00,78
2018-10-19 10:55,60.84,44.79,72
2018-10-19 11:00,60.95,40.25,78
2018-10-19 11:05,64.92,40.57,58
2018-10-19 11:10,61.39,43.11,69
2018-10-19 11:15,61.46,40.88,57
2018-10-19 11:20,62.82,40.91,60
2018-10-19 11:25,63.75,40.24,52
2018-10-19 11:30,60.39,40.43,61
2018-10-19 11:35,63.61,42.81,51
2018-10-19 11:40,64.77,42.76,52
2018-10-19 11:45,60.99,44.31,70
2018-10-19 11:50,61.49,42.52,77
2018-10-19 11:55,61.12,40.31,60
2018-10-19 12:00,64.99,42.14,72
2018-10-19 12:05,61.98,42.67,53
2018-10-19 12:10,60.09,41.55,50
2018-10-19 12:15,63.46,42.63,78
2018-10-19 12:20,64.89,42.76,76
2018-10-19 12:25,63.30,40.04,79
2018-10-19 12:30,62.41,44.22,52
2018-10-19 12:35,64.32,42.49,76
2018-10-19 12:40,60.46,43.35,65
2018-10-19 12:45,62.82,40.26,53
2018-10-19 12:50,64.08,40.54,54
2018-10-19 12:55,63.17,42.46,75
2018-10-19 13:00,60.80,41.98,53
2018-10-19 13:05,62.64,44.29,51
2018-10-19 13:10,63.07,40.61,61
2018-10-19 13:15,63.61,42.44,68
2018-10-19 13:20,64.21,43.27,68
2018-10-19 13:25,61.87,44.86,54
2018-10-19 13:30,60.83,41.10,63
2018-10-19 13:35,62.65,44.54,74
2018-10-19 13:40,62.41,40.52,65
2018-10-19 13:45,63.52,40.34,60
2018-10-19 13:50,62.57,40.53,78
2018-10-19 13:55,60.05,43.14,78
2018-10-19 14:00,64.09,43.23,61
2018-10-19 14:05,61.47,43.03,79
2018-10-19 14:10,62.18,40.50,53
2018-10-19 14:15,63.78,40.05,71
2018-10-19 14:20,60.51,43.04,59
2018-10-19 14:25,63.58,41.03,50
2018-10-19 14:30,61.07,42.30,51
2018-10-19 14:35,61.58,43.42,70
2018-10-19 14:40,63.34,41.08,67
2018-10-19 14:45,63.10,40.94,50
2018-10-19 14:50,62.39,42.45,59
2018-10-19 14:55,64.60,43.69,59
2018-10-19 15:00,61.07,42.79,56
2018-10-19 15:05,60.44,43.66,56
2018-10-19 15:10,63.34,42.58,78
2018-10-19 15:15,62.88,40.54,66
2018-10-19 15:20,61.34,43.58,66
2018-10-19 15:25,63.19,42.13,63
2018-10-19 15:30,64.98,44.62,60
2018-10-19 15:35,64.49,41.90,64
2018-10-19 15:40,64.62,43.54,74
2018-10-19 15:45,64.82,42.54,59
2018-10-19 15:50,62.41,41.14,52
2018-10-19 15:55,60.45,44.20,58
2018-10-19 16:00,60.72,42.30,60
2018-10-19 16:05,64.29,40.41,79
2018-10-19 16:10,62.22,42.04,64
2018-10-19 16:15,64.24,42.20,69
2018-10-19 16:20,62.80,40.09,77
2018-10-19 16:25,61.28,40.49,75
2018-10-19 16:30,61.98,40.60,64
2018-10-19 16:35,62.34,44.13,58
2018-10-19 16:40,61.19,44.87,67
2018-10-19 16:45,60.45,42.02,58
2018-10-19 16:50,60.47,42.73,74
2018-10-19 16:55,61.42,43.16,69
2018-10-19 17:00,63.02,43.77,66
2018-10-19 17:05,61.35,43.09,72
2018-10-19 17:10,64.87,40.98,77
2018-10-19 17:15,63.05,42.59,63
2018-10-19 17:20,64.22,43.59,80
2018-10-19 17:25,62.23,43.93,57
2018-10-19 17:30,61.54,41.46,61
2018-10-19 17:35,61.12,44.29,75
2018-10-19 17:40,62.88,40.77,62
2018-10-19 17:45,64.47,43.92,57
2018-10-19 17:50,61.04,41.09,63
2018-10-19 17:55,60.84,40.24,80
2018-10-19 18:00,63.72,41.98,73
2018-10-19 18:05,61.13,41.22,55
2018-10-19 18:10,64.80,44.34,74
2018-10-19 18:15,64.97,43.07,57
2018-10-19 18:20,62.70,42.20,65
2018-10-19 18:25,61.19,40.42,51
2018-10-19 18:30,64.63,42.52,75
2018-10-19 18:35,63.75,41.41,78
2018-10-19 18:40,62.53,43.18,54
2018-10-19 18:45,60.68,44.50,58
2018-10-19 18:50,61.13,41.85,54
2018-10-19 18:55,61.32,44.60,71
2018-10-19 19:00,64.69,42.47,78
2018-10-19 19:05,64.09,41.54,56
2018-10-19 19:10,61.90,42.46,53
2018-10-19 19:15,63.59,42.80,59
2018-10-19 19:20,62.01,41.74,76
2018-10-19 19:25,64.79,43.17,77
2018-10-19 19:30,61.19,42.74,62
2018-10-19 19:35,64.83,42.66,68
2018-10-19 19:40,62.80,43.79,76
2018-10-19 19:45,63.83,44.42,70
2018-10-19 19:50,60.68,44.55,70
2018-10-19 19:55,60.78,43.93,63
2018-10-19 20:00,60.45,40.37,58
2018-10-19 20:05,62.48,42.90,72
2018-10-19 20:10,63.31,43.01,76
2018-10-19 20:15,63.30,42.97,55
2018-10-19 20:20,60.31,40.71,55
2018-10-19 20:25,62.79,40.97,70
2018-10-19 20:30,63.18,43.96,69
2018-10-19 20:35,62.83,41.89,77
2018-10-19 20:40,63.99,41.09,52
2018-10-19 20:45,62.99,42.16,80
2018-10-19 20:50,63.65,41.85,59
2018-10-19 20:55,64.69,42.75,79
2018-10-19 21:00,61.23,40.58,74
2018-10-19 21:05,62.46,41.95,59
2018-10-19 21:10,60.82,41.87,80
2018-10-19 21:15,62.33,42.94,61
2018-10-19 21:20,61.35,40.57,80
2018-10-19 21:25,64.82,42.88,53
2018-10-19 21:30,64.26,41.85,59
2018-10-19 21:35,63.24,43.87,69
2018-10-19 21:40,60.32,44.24,50
2018-10-19 21:45,62.76,42.85,51
2018-10-19 21:50,61.39,44.75,62
2018-10-19 21:55,64.56,40.54,66
2018-10-19 22:00,61.99,42.26,73
2018-10-19 22:05,61.26,41.03,66
2018-10-19 22:10,60.79,44.17,63
2018-10-19 22:15,63.23,40.13,67
2018-10-19 22:20,61.66,43.60,62
2018-10-19 22:25,62.88,44.19,79
2018-10-19 22:30,64.36,44.47,60
2018-10-19 22:35,61.31,44.91,68
2018-10-19 22:40,60.61,41.87,51
2018-10-19 22:45,62.55,41.73,67
2018-10-19 22:50,60.22,44.70,60
2018-10-19 22:55,62.23,43.94,50
2018-10-19 23:00,62.46,41.28,60
2018-10-19 23:05,61.45,41.12,64
2018-10-19 23:10,62.72,43.27,75
2018-10-19 23:15,62.50,41.88,61
2018-10-19 23:20,61.28,44.60,69
2018-10-19 23:25,60.34,44.79,80
2018-10-19 23:30,63.64,41.34,74
2018-10-19 23:35,63.83,43.80,79
2018-10-19 23:40,62.23,44.51,61
2018-10-19 23:45,64.00,41.58,67
2018-10-19 23:50,63.07,43.56,69
2018-10-19 23:55,64.91,42.39,80
2018-10-20 00:00,61.33,43.28,58
2018-10-20 00:05,61.62,43.60,64
2018-10-20 00:10,64.95,43.94,69
2018-10-20 00:15,64.79,41.37,55
2018-10-20 00:20,62.70,43.71,57
2018-10-20 00:25,64.45,44.57,52
2018-10-20 00:30,62.79,42.60,79
2018-10-20 00:35,61.85,40.73,73
2018-10-20 00:40,63.05,43.47,74
2018-10-20 00:45,60.32,42.54,65
2018-10-20 00:50,60.38,40.31,59
2018-10-20 00:55,61.05,40.17,76
2018-10-20 01:00,60.25,42.37,66
2018-10-20 01:05,63.39,44.86,67
2018-10-20 01:10,64.34,41.55,50
2018-10-20 01:15,60.61,40.92,51
2018-10-20 01:20,62.78,44.07,74
2018-10-20 01:25,64.13,41.07,57
2018-10-20 01:30,62.48,43.76,72
2018-10-20 01:35,60.02,43.16,61
2018-10-20 01:40,60.17,40.72,73
2018-10-20 01:45,64.47,43.26,59
2018-10-20 01:50,62.24,40.26,71
2018-10-20 01:55,60.35,43.35,57
2018-10-20 02:00,62.81,40.06,70
2018-10-20 02:05,64.05,42.21,75
2018-10-20 02:10,64.02,41.89,66
2018-10-20 02:15,64.59,42.18,70
2018-10-20 02:20,62.04,43.68,73
2018-10-20 02:25,64.89,43.57,63
2018-10-20 02:30,60.41,44.11,51
2018-10-20 02:35,64.36,41.31,71
2018-10-20 02:40,61.87,41.91,56
2018-10-20 02:45,61.43,40.54,69
2018-10-20 02:50,62.60,44.51,73
2018-10-20 02:55,64.95,44.59,56
2018-10-20 03:00,63.29,44.55,67
2018-10-20 03:05,62.48,42.23,69
2018-10-20 03:10,64.43,44.19,75
2018-10-20 03:15,61.42,41.18,70
2018-10-20 03:20,63.68,42.84,57
2018-10-20 03:25,61.72,41.77,71
2018-10-20 03:30,61.70,44.16,80
2018-10-20 03:35,60.81,40.75,73
2018-10-20 03:40,61.22,43.46,70
2018-10-20 03:45,60.45,42.58,68
2018-10-20 03:50,60.82,43.46,75
2018-10-20 03:55,61.14,41.29,68
2018-10-20 04:00,62.98,42.34,74
2018-10-20 04:05,63.14,41.56,58
2018-10-20 04:10,63.79,41.92,60
2018-10-20 04:15,64.30,41.28,73
2018-10-20 04:20,64.10,44.56,77
2018-10-20 04:25,62.41,40.57,53
2018-10-20 04:30,62.09,43.05,75
2018-10-20 04:35,61.10,41.12,65
2018-10-20 04:40,62.60,41.84,68
2018-10-20 04:45,63.05,43.33,79
2018-10-20 04:50,64.98,41.36,69
2018-10-20 04:55,60.99,43.91,73
2018-10-20 05:00,60.75,44.21,59
2018-10-20 05:05,64.71,40.65,78
2018-10-20 05:10,64.99,43.70,69
2018-10-20 05:15,62.23,40.43,77
2018-10-20 05:20,60.52,40.16,59
2018-10-20 05:25,61.62,42.68,63
2018-10-20 05:30,60.28,43.76,72
2018-10-20 05:35,63.35,40.30,62
2018-10-20 05:40,63.71,41.20,55
2018-10-20 05:45,62.34,41.28,51
2018-10-20 05:50,61.63,44.20,60
2018-10-20 05:55,64.21,43.65,55
2018-10-20 06:00,60.96,40.42,75
2018-10-20 06:05,61.67,41.53,51
2018-10-20 06:10,60.23,44.45,79
2018-10-20 06:15,63.15,42.83,56
2018-10-20 06:20,62.42,40.19,59
2018-10-20 06:25,60.09,42.20,60
2018-10-20 06:30,62.93,44.87,68
2018-10-20 06:35,64.10,44.31,51
2018-10-20 06:40,61.66,42.26,51
2018-10-20 06:45,62.72,41.01,74
2018-10-20 06:50,62.04,44.80,78
2018-10-20 06:55,63.12,42.66,78
2018-10-20 07:00,63.39,40.38,62
2018-10-20 07:05,63.96,43.88,66
2018-10-20 07:10,63.55,43.56,71
2018-10-20 07:15,64.38,40.53,54
2018-10-20 07:20,61.28,40.15,60
2018-10-20 07:25,62.62,42.67,76
2018-10-20 07:30,61.87,40.04,55
2018-10-20 07:35,61.04,43.29,67
2018-10-20 07:40,64.15,41.86,59
2018-10-20 07:45,62.74,42.12,80
2018-10-20 07:50,63.20,42.09,56
2018-10-20 07:55,62.86,44.12,50
2018-10-20 08:00,60.85,41.22,78
2018-10-20 08:05,64.56,41.91,63
2018-10-20 08:10,62.99,40.76,72
2018-10-20 08:15,64.75,41.08,77
2018-10-20 08:20,64.69,42.18,70
2018-10-20 08:25,61.05,42.88,64
2018-10-20 08:30,61.46,43.47,76
2018-10-20 08:35,62.19,44.97,62
2018-10-20 08:40,62.12,43.42,56
2018-10-20 08:45,60.51,43.00,61
2018-10-20 08:50,63.62,41.10,59
2018-10-20 08:55,62.73,41.09,54
2018-10-20 09:00,60.83,42.22,58
2018-10-20 09:05,61.53,41.64,73
2018-10-20 09:10,63.91,40.56,55
2018-10-20 09:15,61.07,43.43,56
2018-10-20 09:20,62.97,42.75,63
2018-10-20 09:25,61.31,42.57,50
2018-10-20 09:30,64.58,42.53,61
2018-10-20 09:35,63.33,43.31,62
2018-10-20 09:40,63.69,41.80,75
2018-10-20 09:45,60.37,42.23,52
2018-10-20 09:50,64.75,41.04,70
2018-10-20 09:55,60.57,42.97,77
2018-10-20 10:00,63.00,43.36,54
2018-10-20 10:05,62.05,41.26,54
2018-10-20 10:10,61.34,43.13,80
2018-10-20 10:15,64.40,41.16,74
2018-10-20 10:20,63.87,41.45,59
2018-10-20 10:25,63.76,43.14,60
2018-10-20 10:30,62.73,40.46,70
2018-10-20 10:35,64.00,42.08,50
2018-10-20 10:40,62.10,42.77,63
2018-10-20 10:45,64.83,41.30,61
2018-10-20 10:50,63.35,42.03,62
2018-10-20 10:55,64.45,40.25,65
2018-10-20 11:00,64.60,44.35,61
2018-10-20 11:05,63.62,42.26,80
2018-10-20 11:10,64.70,43.06,69
2018-10-20 11:15,61.81,40.46,77
2018-10-20 11:20,64.81,44.42,68
2018-10-20 11:25,61.52,43.18,63
2018-10-20 11:30,63.00,42.65,72
2018-10-20 11:35,62.33,44.79,58
2018-10-20 11:40,60.74,41.91,54
2018-10-20 11:45,63.49,43.84,69
2018-10-20 11:50,60.12,44.96,70
2018-10-20 11:55,63.89,44.15,71
2018-10-20 12:00,63.13,40.02,78
2018-10-20 12:05,64.05,41.31,75
2018-10-20 12:10,63.85,40.48,69
2018-10-20 12:15,61.23,40.06,66
2018-10-20 12:20,62.62,43.03,69
2018-10-20 12:25,60.38,44.80,79
2018-10-20 12:30,63.74,41.35,63
2018-10-20 12:35,60.85,42.83,68
2018-10-20 12:40,61.33,40.48,55
2018-10-20 12:45,60.56,41.70,77
2018-10-20 12:50,61.45,40.26,59
2018-10-20 12:55,63.89,40.97,70
2018-10-20 13:00,62.96,43.20,52
2018-10-20 13:05,63.39,44.84,72
2018-10-20 13:10,62.77,40.03,60
2018-10-20 13:15,63.41,41.80,50
2018-10-20 13:20,64.41,42.15,68
2018-10-20 13:25,60.10,44.66,51
2018-10-20 13:30,62.09,41.85,74
2018-10-20 13:35,61.50,42.14,63
2018-10-20 13:40,63.54,41.05,63
